date,year,month,day,day_of_year,item,item_code,value,unit,area,area_code,element,element_code,domain,domain_code,flag,flag_description
2017-01-14,2017,1,14,14,"Wood fuel, non-coniferous",1628,33275.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-15,2017,1,15,15,"Wood fuel, non-coniferous",1628,35932.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-16,2017,1,16,16,"Wood fuel, non-coniferous",1628,24085.0,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-17,2017,1,17,17,"Wood fuel, non-coniferous",1628,34097.67,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-18,2017,1,18,18,"Wood fuel, non-coniferous",1628,40249.33,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-19,2017,1,19,19,"Wood fuel, non-coniferous",1628,37680.21,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-20,2017,1,20,20,"Wood fuel, non-coniferous",1628,33791.37,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-21,2017,1,21,21,"Wood fuel, non-coniferous",1628,36211.75,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-22,2017,1,22,22,"Wood fuel, non-coniferous",1628,32017.46,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-23,2017,1,23,23,"Wood fuel, non-coniferous",1628,31571.39,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-24,2017,1,24,24,"Wood fuel, non-coniferous",1628,40076.91,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-25,2017,1,25,25,"Wood fuel, non-coniferous",1628,43124.19,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-26,2017,1,26,26,"Wood fuel, non-coniferous",1628,30557.85,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-27,2017,1,27,27,"Wood fuel, non-coniferous",1628,33142.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-28,2017,1,28,28,"Wood fuel, non-coniferous",1628,34750.18,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-29,2017,1,29,29,"Wood fuel, non-coniferous",1628,32130.3,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-30,2017,1,30,30,"Wood fuel, non-coniferous",1628,32140.06,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-01-31,2017,1,31,31,"Wood fuel, non-coniferous",1628,30832.79,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-01,2017,2,1,32,"Wood fuel, non-coniferous",1628,33768.82,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-02,2017,2,2,33,"Wood fuel, non-coniferous",1628,26215.08,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-03,2017,2,3,34,"Wood fuel, non-coniferous",1628,29051.0,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-04,2017,2,4,35,"Wood fuel, non-coniferous",1628,32678.35,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-05,2017,2,5,36,"Wood fuel, non-coniferous",1628,27852.11,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-06,2017,2,6,37,"Wood fuel, non-coniferous",1628,32548.29,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-07,2017,2,7,38,"Wood fuel, non-coniferous",1628,33472.33,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-08,2017,2,8,39,"Wood fuel, non-coniferous",1628,27759.08,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-09,2017,2,9,40,"Wood fuel, non-coniferous",1628,31917.54,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-10,2017,2,10,41,"Wood fuel, non-coniferous",1628,32953.3,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-11,2017,2,11,42,"Wood fuel, non-coniferous",1628,34554.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-12,2017,2,12,43,"Wood fuel, non-coniferous",1628,29769.19,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-13,2017,2,13,44,"Wood fuel, non-coniferous",1628,30519.34,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-14,2017,2,14,45,"Wood fuel, non-coniferous",1628,37119.25,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-15,2017,2,15,46,"Wood fuel, non-coniferous",1628,39004.8,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-16,2017,2,16,47,"Wood fuel, non-coniferous",1628,29695.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-17,2017,2,17,48,"Wood fuel, non-coniferous",1628,30144.16,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-18,2017,2,18,49,"Wood fuel, non-coniferous",1628,31138.22,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-19,2017,2,19,50,"Wood fuel, non-coniferous",1628,37254.93,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-20,2017,2,20,51,"Wood fuel, non-coniferous",1628,36477.12,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-21,2017,2,21,52,"Wood fuel, non-coniferous",1628,44224.12,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-22,2017,2,22,53,"Wood fuel, non-coniferous",1628,32520.18,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-23,2017,2,23,54,"Wood fuel, non-coniferous",1628,39493.94,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-24,2017,2,24,55,"Wood fuel, non-coniferous",1628,33237.25,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-25,2017,2,25,56,"Wood fuel, non-coniferous",1628,28742.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-26,2017,2,26,57,"Wood fuel, non-coniferous",1628,21705.18,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-27,2017,2,27,58,"Wood fuel, non-coniferous",1628,33432.54,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-02-28,2017,2,28,59,"Wood fuel, non-coniferous",1628,35645.81,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-01,2017,3,1,60,"Wood fuel, non-coniferous",1628,30231.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-02,2017,3,2,61,"Wood fuel, non-coniferous",1628,23037.46,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-03,2017,3,3,62,"Wood fuel, non-coniferous",1628,22926.39,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-04,2017,3,4,63,"Wood fuel, non-coniferous",1628,19884.76,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-05,2017,3,5,64,"Wood fuel, non-coniferous",1628,14865.69,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-06,2017,3,6,65,"Wood fuel, non-coniferous",1628,26421.42,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-07,2017,3,7,66,"Wood fuel, non-coniferous",1628,19492.31,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-08,2017,3,8,67,"Wood fuel, non-coniferous",1628,24588.01,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-09,2017,3,9,68,"Wood fuel, non-coniferous",1628,26779.36,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-10,2017,3,10,69,"Wood fuel, non-coniferous",1628,27414.47,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-11,2017,3,11,70,"Wood fuel, non-coniferous",1628,26121.28,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-12,2017,3,12,71,"Wood fuel, non-coniferous",1628,30063.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-13,2017,3,13,72,"Wood fuel, non-coniferous",1628,27093.43,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-14,2017,3,14,73,"Wood fuel, non-coniferous",1628,26006.49,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-15,2017,3,15,74,"Wood fuel, non-coniferous",1628,19102.72,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-16,2017,3,16,75,"Wood fuel, non-coniferous",1628,27765.36,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-17,2017,3,17,76,"Wood fuel, non-coniferous",1628,26788.44,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-18,2017,3,18,77,"Wood fuel, non-coniferous",1628,24103.82,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-19,2017,3,19,78,"Wood fuel, non-coniferous",1628,17311.98,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-20,2017,3,20,79,"Wood fuel, non-coniferous",1628,26839.1,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-21,2017,3,21,80,"Wood fuel, non-coniferous",1628,20154.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-22,2017,3,22,81,"Wood fuel, non-coniferous",1628,26233.56,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-23,2017,3,23,82,"Wood fuel, non-coniferous",1628,24383.05,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-24,2017,3,24,83,"Wood fuel, non-coniferous",1628,26124.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-25,2017,3,25,84,"Wood fuel, non-coniferous",1628,24644.92,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-26,2017,3,26,85,"Wood fuel, non-coniferous",1628,24889.77,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-27,2017,3,27,86,"Wood fuel, non-coniferous",1628,28958.71,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-28,2017,3,28,87,"Wood fuel, non-coniferous",1628,22848.7,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-29,2017,3,29,88,"Wood fuel, non-coniferous",1628,20911.78,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-30,2017,3,30,89,"Wood fuel, non-coniferous",1628,17863.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-03-31,2017,3,31,90,"Wood fuel, non-coniferous",1628,19675.31,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-01,2017,4,1,91,"Wood fuel, non-coniferous",1628,18613.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-02,2017,4,2,92,"Wood fuel, non-coniferous",1628,26671.8,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-03,2017,4,3,93,"Wood fuel, non-coniferous",1628,27384.57,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-04,2017,4,4,94,"Wood fuel, non-coniferous",1628,25437.67,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-05,2017,4,5,95,"Wood fuel, non-coniferous",1628,19029.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-06,2017,4,6,96,"Wood fuel, non-coniferous",1628,33125.34,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-07,2017,4,7,97,"Wood fuel, non-coniferous",1628,27546.19,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-08,2017,4,8,98,"Wood fuel, non-coniferous",1628,26682.25,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-09,2017,4,9,99,"Wood fuel, non-coniferous",1628,22446.7,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-10,2017,4,10,100,"Wood fuel, non-coniferous",1628,23783.53,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-11,2017,4,11,101,"Wood fuel, non-coniferous",1628,28377.75,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-12,2017,4,12,102,"Wood fuel, non-coniferous",1628,17598.06,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-13,2017,4,13,103,"Wood fuel, non-coniferous",1628,25801.49,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-14,2017,4,14,104,"Wood fuel, non-coniferous",1628,25195.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-15,2017,4,15,105,"Wood fuel, non-coniferous",1628,24433.7,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-16,2017,4,16,106,"Wood fuel, non-coniferous",1628,20208.95,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-17,2017,4,17,107,"Wood fuel, non-coniferous",1628,24055.65,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-18,2017,4,18,108,"Wood fuel, non-coniferous",1628,29035.8,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-19,2017,4,19,109,"Wood fuel, non-coniferous",1628,23432.8,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-20,2017,4,20,110,"Wood fuel, non-coniferous",1628,23318.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-21,2017,4,21,111,"Wood fuel, non-coniferous",1628,22471.03,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-22,2017,4,22,112,"Wood fuel, non-coniferous",1628,24786.7,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-23,2017,4,23,113,"Wood fuel, non-coniferous",1628,25558.08,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-24,2017,4,24,114,"Wood fuel, non-coniferous",1628,20534.86,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-25,2017,4,25,115,"Wood fuel, non-coniferous",1628,21389.08,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-26,2017,4,26,116,"Wood fuel, non-coniferous",1628,25367.37,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-27,2017,4,27,117,"Wood fuel, non-coniferous",1628,28297.52,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-28,2017,4,28,118,"Wood fuel, non-coniferous",1628,27272.35,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-29,2017,4,29,119,"Wood fuel, non-coniferous",1628,25304.58,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-04-30,2017,4,30,120,"Wood fuel, non-coniferous",1628,28518.03,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-01,2017,5,1,121,"Wood fuel, non-coniferous",1628,26145.6,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-02,2017,5,2,122,"Wood fuel, non-coniferous",1628,23301.76,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-03,2017,5,3,123,"Wood fuel, non-coniferous",1628,22209.93,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-04,2017,5,4,124,"Wood fuel, non-coniferous",1628,29920.73,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-05,2017,5,5,125,"Wood fuel, non-coniferous",1628,21666.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-06,2017,5,6,126,"Wood fuel, non-coniferous",1628,20451.28,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-07,2017,5,7,127,"Wood fuel, non-coniferous",1628,23479.82,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-08,2017,5,8,128,"Wood fuel, non-coniferous",1628,29765.6,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-09,2017,5,9,129,"Wood fuel, non-coniferous",1628,18689.06,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-10,2017,5,10,130,"Wood fuel, non-coniferous",1628,25022.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-11,2017,5,11,131,"Wood fuel, non-coniferous",1628,20350.27,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-12,2017,5,12,132,"Wood fuel, non-coniferous",1628,24584.02,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-13,2017,5,13,133,"Wood fuel, non-coniferous",1628,22018.12,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-14,2017,5,14,134,"Wood fuel, non-coniferous",1628,24032.78,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-15,2017,5,15,135,"Wood fuel, non-coniferous",1628,26569.87,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-16,2017,5,16,136,"Wood fuel, non-coniferous",1628,28421.32,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-17,2017,5,17,137,"Wood fuel, non-coniferous",1628,23936.62,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-18,2017,5,18,138,"Wood fuel, non-coniferous",1628,25503.59,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-19,2017,5,19,139,"Wood fuel, non-coniferous",1628,25523.99,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-20,2017,5,20,140,"Wood fuel, non-coniferous",1628,25814.86,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-21,2017,5,21,141,"Wood fuel, non-coniferous",1628,23868.81,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-22,2017,5,22,142,"Wood fuel, non-coniferous",1628,32175.81,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-23,2017,5,23,143,"Wood fuel, non-coniferous",1628,29574.76,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-24,2017,5,24,144,"Wood fuel, non-coniferous",1628,26005.94,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-25,2017,5,25,145,"Wood fuel, non-coniferous",1628,24169.93,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-26,2017,5,26,146,"Wood fuel, non-coniferous",1628,23224.74,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-27,2017,5,27,147,"Wood fuel, non-coniferous",1628,24670.8,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-28,2017,5,28,148,"Wood fuel, non-coniferous",1628,20002.75,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-29,2017,5,29,149,"Wood fuel, non-coniferous",1628,21177.95,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-30,2017,5,30,150,"Wood fuel, non-coniferous",1628,31115.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-05-31,2017,5,31,151,"Wood fuel, non-coniferous",1628,18187.04,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-01,2017,6,1,152,"Wood fuel, non-coniferous",1628,32312.61,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-02,2017,6,2,153,"Wood fuel, non-coniferous",1628,25234.26,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-03,2017,6,3,154,"Wood fuel, non-coniferous",1628,23768.2,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-04,2017,6,4,155,"Wood fuel, non-coniferous",1628,22083.1,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-05,2017,6,5,156,"Wood fuel, non-coniferous",1628,26582.78,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-06,2017,6,6,157,"Wood fuel, non-coniferous",1628,21607.32,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-07,2017,6,7,158,"Wood fuel, non-coniferous",1628,32471.49,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-08,2017,6,8,159,"Wood fuel, non-coniferous",1628,23472.4,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-09,2017,6,9,160,"Wood fuel, non-coniferous",1628,23280.52,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-10,2017,6,10,161,"Wood fuel, non-coniferous",1628,20280.63,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-11,2017,6,11,162,"Wood fuel, non-coniferous",1628,25192.07,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-12,2017,6,12,163,"Wood fuel, non-coniferous",1628,24737.68,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-13,2017,6,13,164,"Wood fuel, non-coniferous",1628,22028.31,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-14,2017,6,14,165,"Wood fuel, non-coniferous",1628,19135.35,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-15,2017,6,15,166,"Wood fuel, non-coniferous",1628,22296.45,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-16,2017,6,16,167,"Wood fuel, non-coniferous",1628,20242.64,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-17,2017,6,17,168,"Wood fuel, non-coniferous",1628,24735.0,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-18,2017,6,18,169,"Wood fuel, non-coniferous",1628,23593.47,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-19,2017,6,19,170,"Wood fuel, non-coniferous",1628,24040.43,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-20,2017,6,20,171,"Wood fuel, non-coniferous",1628,20296.58,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-21,2017,6,21,172,"Wood fuel, non-coniferous",1628,26927.17,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-22,2017,6,22,173,"Wood fuel, non-coniferous",1628,21101.32,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-23,2017,6,23,174,"Wood fuel, non-coniferous",1628,19821.1,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-24,2017,6,24,175,"Wood fuel, non-coniferous",1628,19819.46,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-25,2017,6,25,176,"Wood fuel, non-coniferous",1628,22668.37,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-26,2017,6,26,177,"Wood fuel, non-coniferous",1628,23279.52,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-27,2017,6,27,178,"Wood fuel, non-coniferous",1628,22903.35,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-28,2017,6,28,179,"Wood fuel, non-coniferous",1628,25081.41,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-29,2017,6,29,180,"Wood fuel, non-coniferous",1628,21009.95,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-06-30,2017,6,30,181,"Wood fuel, non-coniferous",1628,27641.21,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-01,2017,7,1,182,"Wood fuel, non-coniferous",1628,21988.36,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-02,2017,7,2,183,"Wood fuel, non-coniferous",1628,22909.15,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-03,2017,7,3,184,"Wood fuel, non-coniferous",1628,30734.01,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-04,2017,7,4,185,"Wood fuel, non-coniferous",1628,19001.68,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-05,2017,7,5,186,"Wood fuel, non-coniferous",1628,20012.48,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-06,2017,7,6,187,"Wood fuel, non-coniferous",1628,20954.09,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-07,2017,7,7,188,"Wood fuel, non-coniferous",1628,28609.59,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-08,2017,7,8,189,"Wood fuel, non-coniferous",1628,33140.57,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-09,2017,7,9,190,"Wood fuel, non-coniferous",1628,19795.38,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
2017-07-10,2017,7,10,191,"Wood fuel, non-coniferous",1628,22856.85,m3,Cameroon,120,Production,5516,Forestry Production and Trade,FO,E,Estimated value
